Type, YearCreated, YearReported,  Market, FromPool, To_Gas/Pool, AmountEmitted, AmountRetained
5, 1, 12, 300, 207, 1000, 0.0666933407701249, 0
5, 1, 12, 300, 207, 207, 0, 2.8533263001012865
5, 1, 13, 300, 207, 1000, 0.06517006276170978, 0
5, 1, 13, 300, 207, 207, 0, 2.7881562373395767
5, 1, 14, 300, 207, 1000, 0.06368157647108941, 0
5, 1, 14, 300, 207, 207, 0, 2.7244746608684873
5, 1, 15, 300, 207, 1000, 0.06222708725433357, 0
5, 1, 15, 300, 207, 207, 0, 2.6622475736141538
5, 1, 16, 300, 207, 1000, 0.06080581861719958, 0
5, 1, 16, 300, 207, 207, 0, 2.601441754996954
5, 1, 17, 300, 207, 1000, 0.05941701180060077, 0
5, 1, 17, 300, 207, 207, 0, 2.5420247431963534
5, 1, 18, 300, 207, 1000, 0.05805992537553273, 0
5, 1, 18, 300, 207, 207, 0, 2.4839648178208207
5, 1, 19, 300, 207, 1000, 0.05673383484724992, 0
5, 1, 19, 300, 207, 207, 0, 2.4272309829735708
5, 1, 1, 300, 208, 1000, 0.008866705411741194, 0
5, 1, 1, 300, 208, 1005, 0.0022166763529352985, 0
5, 1, 1, 300, 208, 208, 0, 1.1937123382353239
5, 1, 2, 300, 208, 1000, 0.00878513715959528, 0
5, 1, 2, 300, 208, 1005, 0.00219628428989882, 0
5, 1, 2, 300, 208, 208, 0, 1.1827309167858298
5, 1, 3, 300, 208, 1000, 0.008704319285346252, 0
5, 1, 3, 300, 208, 1005, 0.002176079821336563, 0
5, 1, 3, 300, 208, 208, 0, 1.171850517679147
5, 1, 4, 300, 208, 1000, 0.008624244885977284, 0
5, 1, 4, 300, 208, 1005, 0.002156061221494321, 0
5, 1, 4, 300, 208, 208, 0, 1.1610702115716753
5, 1, 5, 300, 208, 1000, 0.008544907121975953, 0
5, 1, 5, 300, 208, 1005, 0.002136226780493988, 0
5, 1, 5, 300, 208, 208, 0, 1.1503890776692054
5, 1, 6, 300, 208, 1000, 0.008466299216748041, 0
5, 1, 6, 300, 208, 1005, 0.0021165748041870104, 0
5, 1, 6, 300, 208, 208, 0, 1.1398062036482703
5, 1, 7, 300, 208, 1000, 0.008388414456041104, 0
5, 1, 7, 300, 208, 1005, 0.002097103614010276, 0
5, 1, 7, 300, 208, 208, 0, 1.129320685578219
5, 1, 8, 300, 208, 1000, 0.008311246187368226, 0
5, 1, 8, 300, 208, 1005, 0.0020778115468420566, 0
5, 1, 8, 300, 208, 208, 0, 1.1189316278440087
5, 1, 9, 300, 208, 1000, 0.00823478781944278, 0
5, 1, 9, 300, 208, 1005, 0.002058696954860695, 0
5, 1, 9, 300, 208, 208, 0, 1.1086381430697052
5, 1, 10, 300, 208, 1000, 0.00815903282161301, 0
5, 1, 10, 300, 208, 1005, 0.0020397582054032526, 0
5, 1, 10, 300, 208, 208, 0, 1.098439352042689
5, 1, 11, 300, 208, 1000, 0.008083974723305331, 0
5, 1, 11, 300, 208, 1005, 0.002020993680826333, 0
5, 1, 11, 300, 208, 208, 0, 1.0883343836385573
5, 1, 12, 300, 208, 1000, 0.008009607113471517, 0
